cpu,memory,disk,network_in,network_out,label
24.7,24.07,39.22,620.95,449.84,0
48.56,65.71,45.11,886.32,297.14,0
48.83,54.71,38.59,780.02,14.45,0
43.51,47.63,58.66,866.85,1993.81,0
44.52,51.23,41.23,270.62,550.45,0
41.15,67.01,25.86,654.34,851.19,0
63.13,32.69,52.63,1451.93,96.31,0
42.65,51.89,46.9,35.22,737.79,0
38.68,42.79,41.93,777.92,146.98,0
26.57,46.7,39.45,888.48,256.62,0
45.53,34.24,45.48,301.5,261.14,0
37.87,49.62,40.33,99.01,1092.0,0
7.33,48.22,46.71,296.41,137.91,0
20.15,34.55,15.22,931.9,786.09,0
32.77,48.23,36.39,1868.28,4.34,0
35.36,45.23,23.18,419.62,287.16,0
25.45,53.48,27.92,130.58,394.74,0
25.21,27.03,43.62,1407.29,322.31,0
39.14,53.95,39.88,4000.0,475.37,0
97.34,97.65,81.43,6803.17,3834.9,1
15.76,51.12,38.86,1647.25,59.84,0
18.92,48.41,46.42,25.66,15.19,0
46.39,50.4,33.42,567.72,339.33,0
5.0,42.57,39.15,1496.13,664.8,0
50.82,65.76,53.76,1947.77,100.64,0
26.57,49.36,28.97,464.25,453.17,0
18.46,43.66,33.77,63.0,237.07,0
36.87,49.89,37.21,220.21,270.99,0
53.46,40.5,19.49,2991.84,1003.22,0
36.99,63.39,51.39,484.79,343.03,0
66.32,48.59,31.06,929.47,417.61,0
57.39,37.45,51.97,590.16,233.84,0
51.49,41.38,27.36,819.53,158.28,0
40.78,34.55,41.63,1272.3,561.96,0
31.31,33.28,39.36,79.55,257.68,0
29.96,49.29,39.92,2196.76,1684.97,0
98.78,96.63,99.65,7324.78,3022.95,1
39.46,52.31,49.88,1828.34,421.16,0
23.91,50.19,41.34,1067.75,84.3,0
25.36,92.12,34.0,629.67,600.36,1
36.31,19.51,39.3,563.9,628.13,0
40.39,27.41,36.08,459.61,53.62,0
55.88,61.06,19.85,1799.07,57.54,0
45.9,55.05,37.88,1676.71,158.69,0
48.28,44.95,45.02,2772.27,871.72,0
41.58,58.0,38.4,2145.2,742.2,0
42.99,55.46,29.29,935.91,26.66,0
49.3,38.89,38.77,46.54,87.89,0
22.8,35.66,49.0,709.27,559.45,0
36.95,33.73,51.38,317.22,121.0,0
57.75,52.48,49.15,54.0,209.04,0
30.0,29.89,56.63,162.07,100.61,0
26.65,40.36,59.73,952.02,1846.01,0
31.43,50.62,47.91,216.02,752.55,0
29.95,55.6,60.52,500.32,215.46,0
45.03,56.93,31.06,346.25,1365.91,0
57.47,32.91,44.69,331.98,235.07,0
98.11,40.74,36.72,1908.1,430.5,1
23.64,27.05,56.81,521.65,494.71,0
55.81,57.53,47.57,232.46,45.68,0
90.32,98.27,89.57,4528.35,2177.04,1
8.77,65.0,33.45,3049.45,702.54,0
45.76,37.78,36.82,2228.76,381.9,0
98.76,91.72,92.13,7643.04,4888.34,1
54.97,37.95,43.71,981.8,330.64,0
54.12,40.66,48.54,1619.84,488.2,0
43.37,50.35,33.95,458.97,229.97,0
50.44,56.26,24.73,206.21,824.23,0
25.02,26.05,42.24,58.84,456.11,0
28.38,39.66,26.71,1152.69,1214.92,0
42.98,46.79,29.47,580.55,480.52,0
65.49,47.7,53.34,648.63,114.25,0
60.9,49.33,31.82,1630.25,183.51,0
36.74,39.45,36.52,683.32,55.37,0
14.61,36.11,52.15,1194.8,25.52,0
34.86,37.31,31.27,2.69,339.41,0
16.66,57.08,37.42,279.88,197.91,0
49.58,22.44,30.92,2044.93,34.1,0
15.9,45.99,26.62,119.27,740.64,0
46.43,64.13,45.55,2283.13,8.56,0
38.63,44.09,47.54,694.22,153.28,0
24.59,31.59,34.98,883.45,408.97,0
50.84,52.14,37.5,71.7,600.52,0
36.86,42.98,34.23,840.95,207.9,0
49.15,42.57,31.04,45.51,768.92,0
51.58,55.7,31.91,93.61,910.62,0
11.33,48.63,33.8,1158.16,276.49,0
93.6,87.1,86.29,6914.83,2900.54,1
39.44,52.02,52.16,12.23,69.22,0
44.21,38.26,27.54,514.61,278.04,0
39.05,64.32,30.82,497.37,4.51,0
13.55,42.76,44.34,20.62,1266.01,0
49.54,31.57,34.7,772.16,296.82,0
44.78,35.54,32.55,933.57,347.22,0
31.72,41.39,49.95,7.94,1.3,0
41.15,47.22,28.85,1095.12,541.45,0
39.15,22.14,42.01,644.45,636.4,0
40.77,45.22,33.41,1093.88,43.06,0
46.95,34.76,38.97,172.54,98.39,0
45.55,89.22,34.42,346.37,343.05,1
59.76,55.0,31.18,774.71,241.56,0
42.53,29.77,54.66,52.4,1124.41,0
47.71,51.48,33.92,358.36,44.42,0
41.3,60.94,33.57,1238.61,11.43,0
39.49,27.09,43.09,374.12,244.59,0
88.51,89.93,80.34,6078.34,4348.48,1
29.78,31.69,38.94,76.3,702.6,0
48.75,58.95,33.21,1930.96,52.64,0
23.71,31.12,15.81,1269.97,704.42,0
45.94,33.73,54.2,728.14,212.39,0
92.15,44.05,42.69,874.51,113.23,1
67.44,56.36,39.86,148.87,699.8,0
53.14,42.72,51.34,1015.68,283.78,0
44.43,40.2,42.68,16.87,25.55,0
43.86,45.76,49.06,246.15,667.22,0
30.93,34.23,42.91,1519.61,270.84,0
44.49,60.22,38.39,650.97,1700.89,0
36.15,27.59,38.52,812.33,197.55,0
30.15,27.79,37.89,38.01,768.08,0
46.61,43.21,48.5,213.59,298.7,0
35.16,39.75,36.85,1460.34,1208.2,0
24.58,50.25,38.91,416.16,27.74,0
56.14,41.61,57.29,197.52,691.5,0
49.72,52.39,54.24,100.93,727.23,0
30.49,41.54,22.15,2258.22,417.56,0
21.69,70.0,35.05,904.44,305.76,0
10.37,43.14,45.95,1872.48,627.76,0
56.46,32.79,48.5,860.58,678.45,0
29.56,67.37,33.93,326.93,1496.19,0
46.13,68.32,41.49,652.25,21.32,0
47.29,46.22,31.84,927.8,261.43,0
62.26,48.37,48.33,1643.0,385.54,0
68.85,63.29,30.63,989.14,150.64,0
38.81,39.83,34.92,1791.84,26.21,0
47.73,41.97,42.34,613.95,310.31,0
12.46,32.52,34.76,245.6,173.78,0
36.8,45.41,37.85,529.72,404.89,0
63.24,37.67,40.74,1261.79,23.77,0
36.34,37.84,41.29,1370.56,335.78,0
22.7,52.86,38.25,90.26,131.52,0
68.03,39.1,58.04,818.55,96.19,0
39.64,48.22,37.13,410.09,12.67,0
30.55,54.96,28.4,816.63,117.05,0
20.55,55.82,44.27,1493.46,233.45,0
29.08,28.21,45.8,511.21,29.84,0
66.73,47.88,45.17,53.36,379.38,0
34.5,37.01,40.08,617.92,43.73,0
23.8,54.58,41.65,583.93,186.55,0
23.45,55.52,41.79,1500.42,10.23,0
34.61,46.73,17.43,982.2,68.51,0
53.07,42.15,54.84,520.32,68.16,0
30.84,45.83,27.5,79.1,203.5,0
61.77,31.85,43.31,1048.76,712.85,0
27.15,50.6,39.8,124.15,561.37,0
53.92,29.9,51.33,392.88,318.47,0
28.18,31.94,47.74,1228.36,693.13,0
45.88,26.46,46.28,95.72,95.67,0
46.63,37.83,48.22,936.14,200.43,0
52.51,43.72,50.57,394.82,527.09,0
31.36,46.5,49.49,76.85,448.21,0
43.41,38.11,38.21,219.87,172.15,0
38.95,24.03,22.58,313.99,451.9,0
71.39,47.52,37.25,329.45,137.14,0
44.86,53.75,22.28,985.34,222.61,0
39.44,49.73,37.55,3047.83,434.08,0
20.95,27.97,33.06,1468.52,327.4,0
44.43,44.25,31.57,310.62,908.29,0
44.41,54.31,32.08,629.17,675.0,0
30.73,91.13,43.7,1275.57,250.8,1
20.51,58.96,45.05,396.06,495.01,0
18.35,44.78,52.03,1650.05,1254.24,0
33.1,45.72,51.04,587.71,556.14,0
46.54,61.23,31.15,545.8,147.15,0
52.72,32.64,41.37,537.81,488.04,0
23.99,26.62,41.21,1232.94,59.13,0
45.69,52.48,29.32,986.34,276.82,0
50.47,42.43,50.84,1850.42,19.85,0
38.89,63.89,44.54,154.03,284.96,0
52.31,42.27,40.83,2341.83,498.87,0
63.07,46.17,32.8,1049.22,234.19,0
46.49,50.65,32.42,1612.62,40.31,0
43.65,30.31,40.21,685.41,218.33,0
12.31,60.39,52.29,148.06,97.69,0
41.47,58.83,29.55,1378.57,331.11,0
38.27,42.96,37.41,2093.19,62.71,0
14.44,42.68,49.39,2.14,131.63,0
50.51,60.34,36.86,1239.88,400.94,0
33.83,23.26,38.2,681.39,266.87,0
49.16,51.64,30.35,1413.58,281.76,0
35.42,47.45,48.87,216.33,727.26,0
33.01,53.8,48.51,183.18,252.12,0
29.31,39.15,46.78,612.37,331.68,0
38.52,30.48,49.33,1316.6,104.09,0
59.15,54.66,45.48,1753.59,666.96,0
45.24,42.43,46.48,2280.56,886.23,0
39.56,55.78,25.49,134.6,387.97,0
54.52,46.46,29.82,1209.0,192.6,0
40.22,16.43,38.38,52.44,219.8,0
89.64,94.74,99.6,7182.26,3128.86,1
5.0,37.33,21.84,1843.17,132.49,0
50.09,52.11,29.57,577.64,326.01,0
40.57,57.86,42.17,1083.26,873.2,0
75.0,51.97,44.55,116.24,843.43,0
59.94,70.0,27.34,2442.77,1184.3,0
45.74,41.78,33.61,128.89,399.19,0
33.05,38.22,50.13,978.17,147.42,0
55.58,61.14,26.89,514.06,56.76,0
44.96,41.15,15.0,156.98,95.65,0
54.06,62.32,35.92,447.94,566.71,0
15.35,36.15,29.09,16.59,23.37,0
29.69,51.37,36.76,506.06,168.43,0
40.11,45.22,44.89,573.95,99.08,0
47.09,41.63,15.0,964.23,16.82,0
39.69,41.91,42.39,2419.4,145.58,0
49.94,22.2,39.8,1955.73,205.87,0
70.92,56.97,35.25,331.01,290.64,0
47.66,44.24,55.09,216.67,1293.1,0
26.35,40.75,26.82,3726.44,691.81,0
49.12,54.57,39.65,309.55,2000.0,0
50.44,27.96,61.32,1783.3,557.11,0
43.17,46.04,51.75,923.81,612.03,0
34.12,56.22,34.52,1352.08,231.67,0
36.53,40.23,33.07,543.57,34.76,0
37.35,41.51,47.01,597.59,818.57,0
68.1,37.15,61.77,406.2,141.19,0
69.23,61.76,44.92,1077.68,278.31,0
61.14,48.22,39.36,4000.0,358.09,0
65.55,47.3,33.34,636.7,403.13,0
31.35,20.07,47.34,1653.01,120.16,0
51.95,23.71,31.85,49.44,241.73,0
30.65,47.92,31.36,3744.25,129.73,0
60.99,31.63,28.22,683.74,307.9,0
41.47,53.23,37.33,924.68,107.99,0
26.38,46.86,32.85,116.36,155.37,0
46.35,29.25,37.48,2382.75,250.2,0
32.43,42.42,34.61,533.72,291.93,0
27.08,69.99,33.16,4000.0,179.53,0
51.64,35.59,45.09,590.37,124.26,0
54.01,60.27,53.44,27.45,499.52,0
33.23,70.0,36.59,668.47,1031.63,0
38.58,39.24,63.93,1469.8,107.83,0
33.73,45.08,23.95,233.26,97.56,0
52.3,59.32,39.69,918.93,56.68,0
41.7,63.51,34.95,125.45,17.54,0
22.31,32.95,53.22,446.47,548.04,0
34.38,39.03,37.4,616.46,464.51,0
53.05,50.77,40.33,294.99,368.31,0
23.94,20.46,43.8,44.94,391.78,0
44.85,35.55,27.19,2698.87,131.2,0
61.79,36.26,46.45,487.93,36.86,0
54.68,44.16,41.44,387.55,246.13,0
31.97,34.95,39.21,151.25,1213.28,0
5.0,70.0,49.17,430.06,201.36,0
52.17,22.5,31.64,1506.9,406.27,0
50.91,43.05,39.38,220.84,491.31,0
37.84,52.43,46.76,961.25,120.3,0
58.45,55.3,39.98,223.09,174.71,0
62.82,34.23,36.35,492.97,258.54,0
28.83,49.79,30.54,543.17,27.54,0
39.62,42.78,38.74,1484.74,329.4,0
56.23,66.03,51.59,1365.42,737.04,0
27.93,70.0,30.87,4000.0,595.4,0
44.16,46.96,47.18,406.41,793.5,0
47.74,70.0,48.89,1841.8,1101.48,0
43.65,40.88,62.78,25.62,314.11,0
32.93,41.05,46.17,932.71,378.53,0
47.5,43.75,28.65,179.26,504.08,0
62.55,35.43,56.65,16.29,27.0,0
27.25,12.13,43.22,62.04,758.81,0
31.64,35.48,57.48,2003.06,297.29,0
27.16,33.9,35.62,1256.5,52.08,0
22.03,39.65,28.06,3651.39,64.41,0
24.17,35.88,36.53,105.27,438.12,0
36.8,33.35,47.59,400.82,16.74,0
47.45,56.45,43.19,552.78,1203.35,0
35.68,22.13,43.99,419.99,33.6,0
37.75,44.8,26.75,1426.42,329.22,0
13.36,30.7,34.44,1458.32,1070.26,0
49.98,18.41,51.57,90.84,69.78,0
43.36,41.41,44.84,986.43,176.48,0
32.47,70.0,41.76,827.33,32.79,0
24.64,12.56,48.44,184.68,18.79,0
47.51,51.05,28.72,1304.91,40.63,0
32.68,27.74,39.73,430.54,623.31,0
49.38,36.43,38.86,1852.17,148.68,0
34.58,67.95,54.4,1609.0,92.09,0
66.04,50.75,49.42,526.36,279.44,0
41.49,46.8,41.66,650.64,1196.59,0
57.95,61.68,37.73,2126.99,313.72,0
36.64,40.15,34.86,1034.7,297.65,0
28.31,47.37,36.22,113.39,408.48,0
24.23,39.65,45.67,1183.86,212.03,0
47.61,53.59,44.73,1159.36,87.86,0
26.1,39.6,36.58,2325.71,16.49,0
57.44,48.11,38.74,3011.89,87.5,0
42.75,27.01,42.92,604.39,145.69,0
31.13,34.78,43.86,695.08,259.55,0
38.23,37.44,34.09,828.47,614.73,0
24.71,27.93,55.38,179.78,118.53,0
44.36,42.04,45.55,232.22,286.09,0
35.42,38.65,44.06,194.08,818.01,0
26.56,51.85,54.92,371.93,77.98,0
12.13,53.12,24.31,155.0,112.72,0
44.56,43.86,43.51,241.74,119.47,0
36.74,54.54,36.76,154.96,559.48,0
28.43,94.92,48.58,690.97,406.6,1
40.51,51.45,42.14,100.6,403.43,0
26.49,55.43,35.72,685.14,127.31,0
18.96,44.24,44.87,1276.03,657.5,0
25.53,33.86,35.13,79.12,1135.77,0
28.41,48.49,48.96,2449.2,45.15,0
94.35,96.74,85.85,5890.16,4787.95,1
39.05,95.48,36.49,111.05,43.37,1
64.43,49.33,41.29,3710.66,275.21,0
61.34,44.81,33.87,186.89,79.11,0
46.22,53.51,24.51,1458.9,350.8,0
46.93,54.4,45.71,1710.0,244.68,0
53.22,40.39,32.26,1611.86,203.73,0
63.61,45.83,30.15,389.46,216.95,0
73.16,37.42,40.09,2992.87,269.08,0
41.96,51.67,31.35,1425.38,107.19,0
55.74,58.68,39.44,468.61,405.66,0
8.51,62.2,53.51,60.48,252.15,0
71.02,47.54,46.25,1232.78,897.0,0
49.06,25.36,55.16,1171.62,622.05,0
48.33,46.06,42.7,177.04,369.41,0
58.83,48.51,37.38,1919.49,1456.24,0
48.15,70.0,34.28,580.64,164.32,0
27.84,67.77,33.1,661.38,574.64,0
9.46,48.9,51.96,45.23,8.64,0
49.82,50.85,55.86,1258.22,716.42,0
49.93,52.91,39.38,3802.86,20.68,0
38.68,52.99,38.67,2235.8,81.0,0
24.02,70.0,49.07,368.04,382.57,0
92.97,90.03,81.94,4651.24,2310.92,1
39.4,49.06,46.1,427.96,372.99,0
31.81,44.4,32.31,12.31,406.26,0
41.47,29.39,56.59,267.17,1914.66,0
44.3,49.87,38.55,1123.69,119.77,0
70.23,51.4,30.17,51.27,221.47,0
43.36,43.15,21.1,729.55,1201.4,0
46.67,51.75,53.43,189.75,565.71,0
41.05,26.18,38.91,510.74,160.94,0
46.9,21.7,26.19,667.65,12.61,0
55.54,49.34,37.97,2114.82,223.57,0
27.01,50.71,26.9,337.29,237.49,0
27.85,23.48,32.81,301.82,531.66,0
35.57,66.8,33.1,1455.22,933.98,0
50.25,38.97,16.31,642.7,933.13,0
53.23,29.51,18.39,1591.0,555.9,0
60.33,49.54,25.53,639.05,75.29,0
40.9,69.58,34.04,819.89,209.89,0
96.91,92.97,99.82,5183.78,3490.0,1
7.96,46.13,53.85,3970.4,531.94,0
36.68,61.16,36.17,869.01,157.1,0
74.22,44.15,34.82,332.88,24.24,0
39.86,55.28,28.7,620.1,93.83,0
35.38,42.2,39.58,27.13,713.46,0
43.16,45.03,43.74,1223.58,489.11,0
6.83,21.51,44.33,1780.28,90.57,0
24.56,35.88,55.4,171.97,360.17,0
22.64,54.38,44.71,584.27,715.39,0
32.74,56.91,53.6,1069.93,1986.14,0
50.09,40.04,32.41,263.76,474.35,0
40.32,59.77,25.09,1640.14,92.23,0
63.86,48.79,34.19,137.94,17.15,0
38.69,66.16,15.0,349.01,45.03,0
42.0,46.36,61.35,414.99,148.93,0
58.3,46.16,57.63,84.17,355.05,0
17.26,59.74,26.63,220.63,926.99,0
56.2,38.6,42.62,534.92,165.82,0
39.09,34.12,40.34,1219.32,275.47,0
41.02,37.91,65.0,460.1,248.88,0
50.62,57.88,30.53,1173.39,1329.04,0
45.97,23.06,36.41,1949.42,3.83,0
41.96,53.69,45.05,106.93,45.24,0
56.41,49.4,58.11,1281.16,223.11,0
42.11,58.66,36.29,1574.91,234.37,0
33.82,52.24,45.74,257.22,280.65,0
53.36,47.9,16.44,957.76,788.8,0
21.7,62.96,37.09,2681.93,485.05,0
45.29,57.36,44.79,1958.67,278.72,0
27.57,42.5,59.07,1083.44,638.85,0
22.03,42.56,56.78,247.49,141.49,0
48.8,39.46,48.26,1436.17,118.25,0
37.99,46.55,28.37,356.39,219.15,0
40.0,45.15,46.55,567.89,86.32,0
48.3,48.3,43.52,594.91,572.25,0
25.51,31.19,59.01,1005.19,129.42,0
13.43,62.21,38.37,2331.93,588.8,0
24.97,33.62,45.03,701.34,174.94,0
45.64,39.72,37.45,209.17,591.85,0
29.58,54.2,43.27,295.72,378.81,0
21.04,59.94,41.81,2950.29,101.32,0
49.5,58.78,59.02,222.16,46.58,0
25.02,62.33,33.15,314.19,21.51,0
32.45,46.17,28.5,1480.01,375.3,0
19.17,35.21,41.11,1226.47,360.12,0
49.89,61.16,36.32,484.25,562.5,0
88.01,93.07,96.21,7696.36,2367.31,1
48.44,28.42,40.75,302.42,63.83,0
53.42,64.01,31.81,183.07,337.49,0
43.29,61.69,37.46,144.09,64.18,0
27.4,37.96,63.49,31.87,734.05,0
66.63,35.94,41.52,1679.38,306.14,0
56.33,48.4,43.36,422.01,82.04,0
63.01,54.17,23.13,129.08,74.65,0
45.12,94.74,41.64,1554.1,570.13,1
35.67,39.92,42.39,1001.75,307.33,0
5.0,46.7,41.36,505.85,20.04,0
50.48,37.8,36.17,414.42,293.83,0
72.3,50.18,41.43,332.02,408.9,0
57.88,50.08,54.09,150.52,93.43,0
25.64,49.74,63.74,1466.7,157.72,0
61.78,70.0,33.52,412.55,368.72,0
31.54,70.0,46.6,2399.28,109.83,0
97.13,42.04,49.77,213.9,775.19,1
49.6,95.0,37.21,1857.7,119.04,1
34.74,46.29,49.71,307.79,106.93,0
44.52,23.0,56.07,434.23,147.75,0
27.57,13.18,48.15,764.16,366.17,0
44.87,42.38,34.55,2036.67,235.65,0
27.94,58.45,30.97,722.64,547.15,0
59.26,63.91,36.35,229.46,208.16,0
61.34,64.27,44.96,1497.85,1544.64,0
26.44,43.68,40.31,876.18,1136.39,0
66.42,37.31,54.95,182.34,770.37,0
35.75,98.06,36.68,257.77,137.7,1
52.35,70.0,32.07,162.62,263.36,0
58.54,50.93,52.36,567.13,365.03,0
50.71,21.54,65.0,371.2,1080.91,0
34.52,34.17,31.66,779.76,329.92,0
54.54,33.47,32.45,31.95,354.97,0
55.02,69.55,45.68,1207.84,140.88,0
28.06,63.87,32.4,1214.27,199.18,0
43.0,24.41,31.22,919.9,173.64,0
57.6,43.46,32.86,419.92,10.35,0
64.8,34.83,42.91,213.68,474.66,0
53.41,93.61,39.94,1326.73,1450.77,1
16.08,54.84,53.95,106.74,25.37,0
94.87,95.92,87.99,7687.5,2999.11,1
53.39,53.19,48.56,1605.4,33.86,0
35.25,32.02,47.83,2096.72,347.02,0
40.57,40.59,44.22,807.66,165.45,0
21.33,40.46,38.91,451.09,548.12,0
57.58,28.61,53.07,847.8,524.37,0
7.41,62.21,51.41,417.99,648.95,0
47.32,27.25,40.17,2170.0,262.0,0
56.76,55.3,38.49,615.37,1272.9,0
66.38,27.85,28.58,1592.01,482.24,0
40.12,31.1,31.99,279.34,366.98,0
47.39,60.96,44.87,454.41,593.25,0
37.03,35.44,20.14,258.91,67.03,0
34.26,41.78,40.84,559.64,155.24,0
23.43,49.32,32.18,500.39,1013.1,0
40.7,46.09,40.14,753.92,43.81,0
58.54,33.76,48.1,508.53,423.47,0
93.63,42.66,49.89,641.75,21.8,1
54.21,57.03,25.89,527.58,540.58,0
22.13,42.79,45.03,151.93,55.27,0
42.84,38.93,43.0,241.35,384.12,0
58.86,54.4,40.42,73.13,103.31,0
32.14,60.34,49.48,94.54,29.16,0
40.43,43.18,24.86,937.55,62.36,0
52.86,47.01,38.66,1292.82,588.46,0
31.64,48.49,43.03,219.38,1165.38,0
58.8,47.73,39.96,2919.05,136.79,0
42.47,10.0,28.44,2371.15,166.05,0
20.43,54.07,44.87,485.85,132.25,0
85.67,91.72,85.18,7139.35,3725.76,1
25.76,42.65,34.19,1762.89,469.45,0
23.98,48.98,59.53,211.16,73.48,0
38.97,52.74,48.32,447.72,333.56,0
99.29,93.8,78.37,4597.41,3329.14,1
29.22,60.73,28.64,706.05,703.43,0
56.48,59.8,34.78,1020.9,397.0,0
46.27,34.57,37.23,690.78,296.44,0
45.57,39.1,36.13,264.91,75.27,0
31.8,33.93,42.45,526.78,78.34,0
94.38,43.06,48.82,297.14,521.98,1
46.48,44.3,57.12,239.71,635.59,0
59.16,43.45,40.15,550.89,320.46,0
48.63,48.62,26.86,605.48,219.03,0
48.9,65.53,46.85,80.75,86.82,0
34.46,48.67,35.04,1415.18,87.29,0
35.71,31.43,43.01,1017.59,309.34,0
21.67,38.23,24.23,181.45,129.23,0
60.77,34.13,29.43,826.87,294.32,0
18.9,33.28,38.4,379.38,425.66,0
20.01,70.0,32.15,548.47,190.26,0
57.89,41.1,44.61,1054.46,23.94,0
38.33,45.88,42.81,58.3,447.0,0
44.61,52.96,51.52,1806.36,53.1,0
48.52,52.51,36.85,169.55,425.01,0
47.9,42.27,49.66,322.23,412.34,0
19.98,37.63,36.68,421.51,220.31,0
34.69,40.32,36.17,1429.38,74.04,0
23.24,54.33,32.52,2.78,443.43,0
35.01,46.81,61.7,212.81,21.49,0
34.17,43.36,50.62,666.74,193.77,0
41.92,56.71,43.78,590.66,36.85,0
11.3,42.15,35.34,66.26,1002.91,0
29.04,34.07,46.1,4000.0,542.69,0
58.84,70.0,33.6,1586.1,443.27,0
34.42,70.0,47.86,2044.16,240.1,0
31.35,59.35,41.65,354.03,1253.82,0
46.22,47.26,46.32,1221.91,95.86,0
47.72,58.42,41.94,371.98,927.74,0
37.75,39.01,41.47,872.86,458.72,0
97.76,88.19,94.82,4400.4,2095.12,1
97.91,90.73,83.84,7289.1,3484.68,1
59.68,40.44,45.07,53.66,710.35,0
47.71,38.93,24.92,315.62,303.13,0
38.14,51.11,56.78,937.62,3.72,0
31.7,32.56,35.7,170.65,42.28,0
48.22,38.91,25.55,1845.73,148.24,0
48.47,45.48,53.49,1250.64,127.41,0
21.09,33.41,34.42,920.16,243.12,0
11.22,39.23,33.04,2061.14,380.57,0
40.19,38.5,50.58,1215.3,147.23,0
24.2,34.67,34.57,727.48,935.32,0
37.05,47.64,31.36,233.59,62.67,0
31.11,42.73,40.8,724.75,700.5,0
52.71,48.42,42.93,1893.91,304.32,0
47.62,53.39,26.34,327.46,539.27,0
35.35,52.11,44.81,1075.85,77.68,0
30.79,61.79,39.37,581.04,420.06,0
57.52,42.93,27.02,88.47,41.24,0
51.02,51.33,40.18,5.96,387.88,0
45.22,24.39,19.79,106.19,584.95,0
48.93,29.85,46.87,355.54,46.98,0
46.48,58.01,34.0,344.44,94.23,0
52.68,55.24,32.77,206.18,91.33,0
97.67,46.04,44.15,343.68,5.84,1
26.21,29.14,40.74,762.88,886.79,0
24.82,35.61,43.11,164.73,67.09,0
89.71,39.39,36.07,850.49,571.61,1
50.23,26.88,52.23,300.32,39.57,0
59.42,22.7,25.25,34.26,36.24,0
37.79,47.93,65.0,857.6,679.08,0
21.85,61.7,32.03,110.09,43.71,0
50.29,44.76,34.98,1875.63,332.07,0
52.16,54.21,49.56,268.46,482.48,0
46.06,47.42,34.54,246.29,574.21,0
42.35,42.8,35.14,716.58,27.59,0
15.89,57.41,33.85,380.05,40.46,0
47.0,45.46,40.8,27.38,295.83,0
33.28,40.49,40.9,756.67,694.51,0
47.7,36.44,55.06,1532.8,71.63,0
41.47,36.73,31.68,335.4,794.78,0
21.18,33.16,49.21,363.08,30.73,0
48.77,39.68,41.03,79.4,333.93,0
24.97,39.35,46.54,180.42,672.24,0
59.44,25.02,54.84,787.45,174.85,0
57.1,28.93,40.57,914.33,72.99,0
42.86,31.83,50.36,1411.29,835.06,0
39.23,53.43,27.99,819.47,75.1,0
41.85,64.81,40.07,1479.29,184.98,0
27.45,52.66,32.49,1676.53,155.73,0
29.86,55.86,38.39,2150.42,166.71,0
37.93,39.56,36.95,12.18,210.39,0
26.26,27.68,30.71,1238.71,354.75,0
97.99,99.23,88.02,6494.67,4794.21,1
58.93,59.05,15.0,1117.49,228.51,0
32.47,50.3,29.3,719.83,319.3,0
89.69,37.87,32.06,241.12,629.65,1
69.31,42.94,26.4,1206.15,383.34,0
40.9,52.52,42.08,308.8,1562.62,0
68.71,36.28,26.6,171.44,773.6,0
44.49,23.09,32.25,422.53,4.09,0
32.84,41.95,36.29,538.82,24.61,0
71.44,60.2,44.4,1106.78,57.74,0
69.08,32.05,29.86,592.26,220.57,0
48.74,51.37,49.59,928.81,404.58,0
30.94,18.38,49.65,40.1,194.7,0
16.73,57.55,44.46,1363.42,270.55,0
26.88,45.02,32.35,125.98,891.39,0
15.77,37.7,34.63,913.11,133.08,0
43.26,29.82,49.66,43.95,924.54,0
49.77,49.79,38.88,35.55,534.09,0
38.88,45.35,43.9,1148.26,173.89,0
53.92,36.84,33.58,444.75,178.01,0
52.23,51.43,25.71,2263.3,347.71,0
33.69,51.02,42.01,1283.41,246.53,0
42.29,26.73,48.1,11.93,37.67,0
30.88,37.19,24.27,395.1,591.17,0
51.35,38.24,32.89,294.56,221.41,0
31.29,41.61,34.25,366.32,15.98,0
56.46,63.45,41.38,1510.47,606.79,0
47.74,42.68,37.52,920.55,156.61,0
46.19,56.68,45.01,247.56,161.48,0
52.12,50.95,31.16,337.97,7.79,0
43.44,59.77,46.0,16.55,523.21,0
29.67,44.91,45.36,122.65,975.54,0
92.24,85.14,86.44,6400.94,3872.54,1
57.86,43.02,40.3,354.39,1120.15,0
25.9,53.78,48.47,61.08,183.64,0
40.15,53.39,49.4,125.77,376.83,0
63.07,42.36,28.84,1482.14,554.46,0
39.7,39.61,28.81,45.75,7.28,0
43.58,26.43,39.57,428.49,183.64,0
57.69,28.07,47.17,1623.77,560.87,0
74.06,49.69,17.82,485.33,232.65,0
26.0,17.38,57.18,1401.26,323.33,0
99.12,88.92,87.25,5280.4,4147.81,1
59.39,46.15,29.89,1093.91,260.78,0
55.32,53.88,36.84,499.61,104.34,0
29.66,58.13,32.23,870.8,1353.93,0
44.31,96.25,40.36,792.96,161.75,1
68.32,53.58,30.8,342.22,527.4,0
99.24,43.36,22.2,324.69,363.37,1
47.34,43.24,46.28,2355.1,275.94,0
29.81,44.18,45.96,343.99,647.86,0
15.97,65.01,40.85,1085.81,77.48,0
60.94,34.21,24.75,75.08,66.12,0
39.16,41.02,29.37,391.46,103.28,0
25.53,21.12,41.32,3132.11,105.64,0
29.38,32.81,40.41,1018.2,443.99,0
39.82,56.6,48.56,347.52,589.93,0
30.25,57.18,26.36,3391.01,440.45,0
67.85,59.48,40.34,200.31,123.5,0
15.59,58.42,34.37,1492.76,264.43,0
30.61,24.54,37.19,203.91,140.19,0
